,Unnamed: 0,qt_title,qt_content,ans_content
421,421,아두이노 잘 아시는분 빨리 들어와주세요 ㅠㅠㅠ,"안녕핫세욧..아두이노로 초음파 가습기를 만들기 위해서 키트를 사고 아두이노 코딩을 하려고 했었죠..
그치만..아누이노에 대해서 모르는 상태에서 설명서만 보고 무에서 유를 창조하기가 너무 어려워서
유튜브 영상을 참고 하려고 하는데 초음파 가습기에 대한 유튜브 영상에는 온습도 센서가 있더라고용
저희가 사는 키트는 온습도 센서가 없고용..
**그래서 그런데 온습도센서 제어하는 부분 제외하고 코딩영상을 따라해도 이상 없이 잘 돌아갈려나요? 궁금합니다**
nice한 답변 해주시는분께 내공을 드립미동..!!",온습도에 관계없이그냥 버튼눌러서 가습장치를 켜고 끄는 그런 장치는 만들 수 있습니다.모터란걸 뭐 제어고 자시고간에 그냥 돌아가게 만들 수 있듯이온습도 센서가 없더라도 온습도 상관없이 켜고 끄는 제어는 가능한거죠.근데 이게 의미가 있나.....라는 것도 좀 있구요.너무 단순한 프로젝트는 아두이노를 써야 할 이유가 없어집니다.그냥 예제 해보는 정도의 의미이죠.
422,422,아두이노 초음파 가습기를 만드려고 하는데 문제가 있네요,"안녕핫세욧..아두이노로 초음파 가습기를 만들기 위해서 키트를 사고 아두이노 코딩을 하려고 했었죠..
그치만..아누이노에 대해서 모르는 상태에서 설명서만 보고 무에서 유를 창조하기가 너무 어려워서
유튜브 영상을 참고 하려고 하는데 초음파 가습기에 대한 유튜브 영상에는 온습도 센서가 있더라고용
저희가 사는 키트는 온습도 센서가 없고용..
**그래서 그런데 온습도센서 제어하는 부분 제외하고 코딩영상을 따라해도 이상 없이 잘 돌아갈려나요? 궁금합니다**
nice한 답변 해주시는분께 내공을 드립미동..!!",유튜브에서 보신것은 온습도 센서가 있지만 지금 만드시는 것은 없이 만드시려면프로그램을 같이 수정하셔야 됩니다.유튜브 어떤 영상인지 모르지만 온습도 센서와 관련된 입력센서와 관련된 프로그램 변수들을 없애야 정상동작을 합니다.센서의 입력에 따라 가습기가 동작하겠죠이런 내용들이 프로그램에 들어 있을겁니다.그러니 프로그램을 수정을 하셔야 될듯합니다.관련되는 부분만 삭제 하시고 컴파일하시면 간단히 해결 될수 있을겁니다.참고 하세요
423,423,소리의 파동 변형을 아두이노로 할 수 있나요?,"마이크로 소리를 듣고 그 소리의 파동을 저희가 원하는대로 변형시켜서 스피커로 내보내는 걸 고등학교 발표 때 보여주려는데 아두이노로 파동을 변형시키는 사례 같은걸 검색해도 나오지가 않아요

마이크로 인식한 소리의 파동을 변형시킬 수 있나요??
가능하다면 어떤식으로 할 수 있는지도 알려주세요","제가 아는 선에서 아두이노로는 힘듭니다.소리를 전기적 파동으로 변환시키면(마이크의 기능)전압의 실시간 변화로 관측이 가능합니다.그리고 이 전압을 그대로 스피커 회로로 전달하면동일한 소리가 나오게 되지요.(물론 전원소스 등에서 발생하는 노이즈는 있습니다.)일단 아두이노에서 전압의 곡선적인 변화를 읽으려면analogRead기능(ADC기능)을 이용해야 합니다.그런데 이 범위가 0~5V범위밖에 안되죠.....물론 회로를 이용해서 감지 가능한 범위를 확장 가능하긴 한데,결국 분해능은 0~1023(10비트)으로 제한되니 감지 감도가 떨어집니다.하지만 이걸 초고속으로 계속 해야 음파의 정확한 모양을 만들 수 있는데,아두이노로는 이게 힘듭니다........그리고 진짜 중요한거, 그렇게 읽어진 데이터로 동일하게 출력을 만들어낼 능력이 없어요.아두이노는 0/1, 그러니까 0V와 5V(VCC)출력밖에 없습니다. 중간이 없는거죠.그러다보니 깨끗한 음을 만들지 못하고,음을 만들더라도 구형파의 찌직거리는 소리밖에 못냅니다.마치 옛날 286, 386컴퓨터에서 굴러가던 게임에서 나오는 8비트 소리랑 같은 수준이죠.때문에 아두이노에서 깔끔한 음을 내야 할 경우MP3모듈을 이용해 여기에 저장된 음성을 재생시키는 방법을 씁니다.(아두이노가 소리를 내는게 아니라 MP3모듈이 소리를 내는 것입니다.)소리의 변형은 상당히 어렵습니다.못할건 없겠지만 이런 저성능의 장치로는 매우 힘들죠.이런 프로젝트를 하시려면 최소한 라즈베리파이 정도의 성능을 알아보시는게 맞다 여겨집니다."
424,424,아두이노 오류,"Error: can't open C:\Users\chakk\AppData\Local\Temp\ccrfBRn1.s for reading: Permission denied
exit status 1
보드 Arduino Nano 컴파일 에러.

이렇게 뜨는데 뭐가 잘못된걸까요",ccrfBRn 이런 이름은 구글검색이 안되는 것 같은데요라이브러리나 아두이노 소스에 문제가 있는 것으로 보입니다.텍스트로 소스를 첨부 해보세요추가문의는 https://cafe.naver.com/circuitsmanual
425,425,아두이노 컴파일 오류라고 뜨는데 뭐가 문제인지 모르겠어요ㅠㅠㅠㅠ,,"한번에 하려고 하지 말고, 1. 헤더/함수 선언2. 지정된 포트 정의3. 하고자 하는 구성과 같은 코딩으로 진행하도록 해요. out 설정을 위해 변경된 부분이 필요하고, 맨 밑 부분에 지정한 헤더/함수를위해 장비 연결 부분이 필요합니다.단순 LED 연결을 위해서 우선 아랫 부분을 사용해보도록 하고, 추가된 라이버리와 헤더 등등의 변경 부분은추가해서 사용하면 됩니다.int green = 12;int yellow = 10;int red = 8;void setup() {pinMode(green, OUTPUT);pinMode(yellow, OUTPUT);pinMode(red, OUTPUT);}void loop() {digitalWrite(green, HIGH);digitalWrite(yellow, LOW);digitalWrite(red, LOW);delay(1000);digitalWrite(green, LOW);digitalWrite(yellow, HIGH);digitalWrite(red, LOW);delay(1000);digitalWrite(green, LOW);digitalWrite(yellow, LOW);digitalWrite(red, HIGH);delay(1000);}우노에..연결해서...단순 LED 3개 부터 동작시켜봐요.....written by simmonsimmon@nplob.com 카톡 ID Festif"
426,426,아두이노 LED 5볼트,"아두이노 출력 전압이 5V이나 LED를 5V 20mA로 구매를 하였습니다.
LED가 2V일시, 출력 전압(5v)-LED 전압(2v) / 전류량(10mA)으로 
저항을 300k옴 정도를 연결 하는 것은 알고 있으나,
5v의 20mA의 LED는 별도의 저항은 안 달아도 괜찮을까요?

아니면 제가 프로젝트가 LED를 12개를 제어 하여야 하는데
5v 20mA 12개로도 출력 전압 5v 의 아두이노를 감당 할 수 있을까요?","일반 LED(저항이 없는)의 경우 그렇게 계산하는 것이 맞습니다. 그런데 계산이 틀렸네요. R = (5V - 2V)/0.01A = 300옴입니다.  300k옴을 사용하면 안켜집니다. 5V 20mA LED가 구체적으로 어떤제품인지알수 없지만 제품에 그렇게 적혀 있다면 그제품은 저항이 내장되어 있는 제품으로 이런제품은 별도의 저항없이 직접 연결해서 사용해도 됩니다. 다만 아두이노의 경우 너무 많은 전류를 사용하면 좋지 않습니다. 그리고 이왕 아두이노에서 제어한다면 1) 아두이노 출력 -- LED --GND 이렇게 사용하는 것보다 2) 아두이노 출력 -- LED(반대로) -- +5V 이렇게 연결해서 사용하세요. 물론 프로그램에서는 출력을 0으로 해야 켜지므로 좀 헷갈릴수 있지만 출력은 Low로 해서 켜주는 것이 아두이노에서는 더 유리합니다 . 2) 방식을 Low active 방식이라 합니다 .다만 12개를 사용하는 것은 별로 권하고 싶지 않네요. 아두이노의 MCU를 보면 각 핀에서 사용가능한 전류는 40mA까지이므로 괜찮지만 모두 합쳐서 200mA를 넘지 않는 것이 좋습니다 .20mA x 12 = 240mA입니다 . 뭐 그정도 Over되는 것은 괜찮겠지만... 아무튼 스펙으로는 최대 토탈 200mA를 넘지 않아야 합니다 .참고하세요. 5V LED가 있나요? 확실히 5V인지 확인하시고. 미리 내부에 저항을 달아서 5V짜리라고 한다면, 별도의 저항을 달 필요는 없겠죠.아두이노에 7V이상의 외부 전원을 DC잭에 사용하는 경우에는 5V에서 800mA~1,000mA가 나오기 때문에20mA 12개를 쓰면 240mA로 다른 걸 많이 안쓴다면 충분히 커버되는 전류입니다. "
427,427,아두이노 LED 5볼트,"아두이노 출력 전압이 5V이나 LED를 5V 20mA로 구매를 하였습니다.
LED가 2V일시, 출력 전압(5v)-LED 전압(2v) / 전류량(10mA)으로 
저항을 300k옴 정도를 연결 하는 것은 알고 있으나,
5v의 20mA의 LED는 별도의 저항은 안 달아도 괜찮을까요?

아니면 제가 프로젝트가 LED를 12개를 제어 하여야 하는데
5v 20mA 12개로도 출력 전압 5v 의 아두이노를 감당 할 수 있을까요?","일반 LED(저항이 없는)의 경우 그렇게 계산하는 것이 맞습니다. 그런데 계산이 틀렸네요. R = (5V - 2V)/0.01A = 300옴입니다.  300k옴을 사용하면 안켜집니다. 5V 20mA LED가 구체적으로 어떤제품인지알수 없지만 제품에 그렇게 적혀 있다면 그제품은 저항이 내장되어 있는 제품으로 이런제품은 별도의 저항없이 직접 연결해서 사용해도 됩니다. 다만 아두이노의 경우 너무 많은 전류를 사용하면 좋지 않습니다. 그리고 이왕 아두이노에서 제어한다면 1) 아두이노 출력 -- LED --GND 이렇게 사용하는 것보다 2) 아두이노 출력 -- LED(반대로) -- +5V 이렇게 연결해서 사용하세요. 물론 프로그램에서는 출력을 0으로 해야 켜지므로 좀 헷갈릴수 있지만 출력은 Low로 해서 켜주는 것이 아두이노에서는 더 유리합니다 . 2) 방식을 Low active 방식이라 합니다 .다만 12개를 사용하는 것은 별로 권하고 싶지 않네요. 아두이노의 MCU를 보면 각 핀에서 사용가능한 전류는 40mA까지이므로 괜찮지만 모두 합쳐서 200mA를 넘지 않는 것이 좋습니다 .20mA x 12 = 240mA입니다 . 뭐 그정도 Over되는 것은 괜찮겠지만... 아무튼 스펙으로는 최대 토탈 200mA를 넘지 않아야 합니다 .참고하세요. 5V LED가 있나요? 확실히 5V인지 확인하시고. 미리 내부에 저항을 달아서 5V짜리라고 한다면, 별도의 저항을 달 필요는 없겠죠.아두이노에 7V이상의 외부 전원을 DC잭에 사용하는 경우에는 5V에서 800mA~1,000mA가 나오기 때문에20mA 12개를 쓰면 240mA로 다른 걸 많이 안쓴다면 충분히 커버되는 전류입니다. "
428,428,아두이노 블루투스 관련모듈,"블루투스 신호만 감지 하고 싶습니다
1:1연결이나 다중연결에 관한 내용만 나오는데
아두이노 모듈 중에 블루투스 신호만 감지하는 모듈은 없을까요? 신호만 감지해서 몆개의 기기가 있구나 그정도만 알면 되는 문제입니다","아두이노단에서는 힘들고 앱단에서 추출 하는 걸 하셔야 할 것 같습니다. 위와 같이, 아두이노 ESP 상에서 자신의 device 주소는 가져오는게 가능하지만 ( 그것도 내장 )주변 외장 블루투스 디바이스를 검색하여 가져오는것은 한번도 본적이 없습니다. ( 시도도 안해봤지만 ;)앱에서 검색하면  아래와 같이 뜰 것인데, 이때 개수를 세서 표기하여 처리하도록 하는게 나을 것 같습니다."
429,429,이것을 풀어내면 상위 1% 아두이노 장인???,"뭐가 문제일까요
gettruerotaterandombyte가 작동하지 않습니다 제가 링크에 올려놓은 아두이노 영상과 같이 했는데 작동을 하지 않네요 ㅡㅡ
해결 부탁드립니다



https://youtu.be/3koFXM2KKq4","아래 오류 메시지를 보시면해당 문구가 정의되지 않았음을 알려주고 있습니다.즉, 변수 선언이든 define이든 함수선언이든해당 객체가 무엇인지 확실하게 먼저 정의해주셔야 하구요,구조를 보아 함수라고 추정이 됩니다.영상 4:22에 보면해당 함수가 byte 형태로 선언이 되어 있네요."
430,430,아두이노 코딩 오류? No such file or directory,"아두이노를 세특 때문에 처음 만져본 고딩입니다..
세특으로 쓸 코딩드론 하나를 구입했구요
아는 게 없어서 그냥 강좌보면서 따라하는 식으로 만들었는데
다른 건 잘 되다가 마지막 가장 중요한 비행에서 오류가 나네요..
이거 왜 이런거고 해결법 좀 알려주세요..",아마도 라이브러리 파일이 없어서 그런것 같은데캡쳐 화면이 너무 작아서 무슨 파일이 없는지 확인이 불가능합니다.
431,431,아두이노 초음파센서,아두이노를 컴퓨터에 연결해서 코딩을 했을 때까지만 해도 제대로 작동하였는데 컴퓨터랑 연결을 해지하고 따로 연결한 건전지? 에 버튼을 켜면 작동하지 않아요ㅜㅜ 왜 그럴까요?,건전지 전류량 부족입니다.생각보다 많이 일어나는 현상이죠.건전지를 병렬로 여러개 이으시면 부족한 전류량이 충족되어 정상 동작 할겁니다.
432,432,아두이노 모터 제어,"아두이노로 DC모터를 제어하려고 하는데요.
1바퀴회전-5초정지-1바퀴회전-5초정지 이 작업을 계속해서 반복하려고 하는데 코드를 어떻게 짜야할까요?
그리고 모터제어 시 모터드라이브라는걸 사용한다는데 이 작업에 아두이노, 모터 외에 추가로 필요한 부품이 있을까요?","원하는 작동과 하드웨어의 조건이 맞지 않습니다.DC모터는 그냥 돌아가는 모터입니다.모터에 따라 출력과 회전수, 소모 전력은 다르지만공통적으로 정확한 회전수와 부하가 보장되지 않습니다.그러므로 '1바퀴 회전'이라는 조건을 절대로 달성할 수 없습니다.설령 1바퀴 회전하는 시간을 맞춰 움직이게 맞추더라도조건이 조금만 바뀌면 1바퀴를 초과하여 돌아가거나, 혹은 1바퀴를 채 못돌고 정지하게 됩니다.그런 작업에는 대개 스텝모터를 이용합니다.그러니 스텝모터의 작동방식과 이에 관한 예제를 공부하시면 될 것입니다.스텝모터도 별도의 드라이버를 이용하여 구동합니다.이외에는 커넥터(전선)정도만 필요하겠죠."
433,433,피에조스피커 아두이노,"피에조 스피커 연결할때 대부분이 +극을 아두이노 디지털 핀에, -극을 gnd에 연결을하는데 +극에 5vr같은 전원공급핀을 연결하고 -극에 아두이노 디지털 핀을 연결해도되나요?",상관 없습니다.대신 동작을 반대로 하게 됩니다.
434,434,아두이노 MStimer2 사용,"led 2개를 하나는 1초 하나는 0.5초 간격으로 타이머인터럽트를 해봤는데요
led 3개로 하나는 2초 하나는 1초 하나는 0.5초 간격으로 따로따로 깜빡이게 하는게 가능할까요?
소스코드까지 보여주시면 감사하겠습니다",
435,435,아두이노 모터제어 외부전압,"지금 HC-05 2개 써서 마스터 슬레이브로 페어링 후 마스터에서 자이로센서 값 보내서 슬레이브에서 모터제어하려고 하는데요

마스터 쪽은 문제가 없는데 슬레이브쪽 보드(UNO)에 모터드라이버연결하고 그 모터 드라이버에 3.3V 모터 2개 단 상태로 보드에 HC-05를 달았습니다.

USB전원이면 잘 돌아가는데 외부전원으로 9V건전지로 하면 전압이 낮아서 그런지 모터가 잘 안도네요.

보드쪽 외부전원 9V넣고 빵판 쪽에도 9V 배터리를 연결해줬는데도 안돌아가네요

이럴땐 어떻게 해야하나요? 그냥 외부전원을 9V말고 12V 이런거 넣으면 될까요?",9v사각 전지 말씀 하시는 건가요?약합니다AAA도 아니고 AAAA 6개 사용 합니다AA 6개로 9V를 만들어 사용해보세요
